"Brand","Store Number","Store Name","Ownership Type","Street Address","City","State/Province","Country","Postcode","Phone Number","Timezone","Longitude","Latitude"
"Starbucks","9240-9093","Secure Access: 55th & Sixth","Company Owned","1345 6th Ave","New York","NY","US","10105","(212) 265-8610","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","14841-127064","Church Street & Murray","Company Owned","120 Church Street","New York","NY","US","100072402","212-513-1451","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7493-6648","100 Williams Street","Company Owned","100 William Street","New York","NY","US","100384512","212-509-9709","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","21690-213064","Starbucks Level 3 Jacob Javits Cemt","Licensed","655 W 34th St","New York","NY","US","10001","212-216-2400","GMT-05:00 America/New_York",-74,40.76
"Starbucks","7244-646","State St & Pearl Streets","Company Owned","1 Battery Park Plaza","New York","NY","US","100041405","2124821180","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","7696-46039","56th Btwn Sixth & Seventh","Company Owned","120 W. 56th Street","New York","NY","US","100193866","212-262-9273","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","9467-97021","43rd & 9th","Company Owned","593 Ninth Ave","New York","NY","US","100363706","212-594-7846","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","9241-229444","53rd Inside Park Ave Plaza","Company Owned","55 East 52nd Street","New York","NY","US","10022","2127507140","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7860-83021","Trump Tower @ 57th & Fifth","Company Owned","725 5th Avenue","New York","NY","US","100222519","212-421-7154","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","15461-158185","8th Ave just south of 14th St","Company Owned","122 Greenwich Avenue, (space A)","New York","NY","US","100117710","212-366-4672","GMT-05:00 America/New_York",-74,40.74
"Starbucks","14219-116045","Houston & W. Broadway","Company Owned","482 West Broadway","New York","NY","US","100125333","212-254-0139","GMT-05:00 America/New_York",-74,40.73
"Starbucks","29941-255665","63rd & 3rd Ave","Company Owned","1077 3rd Avenue","New York","NY","US","10065","6468663442","GMT-05:00 America/New_York",-73.96,40.76
"Starbucks","75194-74840","New York University","Licensed","45 West 4th Street","New York","NY","US","10012","212-995-3443","GMT-05:00 America/New_York",-74,40.73
"Starbucks","7851-80623","Penn Station by A,C,E","Company Owned","1 Penn Plaza Concourse Level","New York","NY","US","101190002","212-736-3206","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7474-7588","93rd and Broadway","Company Owned","2498 Broadway","New York","NY","US","100257428","917-441-1643","GMT-05:00 America/New_York",-73.97,40.79
"Starbucks","7801-52999","41st & Madison","Company Owned","295 Madison Avenue","New York","NY","US","100176304","212-922-9078","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7506-6650","42nd btwn 3rd & Lex","Company Owned","150 E. 42nd Street","New York","NY","US","100175612","212-949-4122","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7352-920","86th & Columbus","Company Owned","540 Columbus Avenue","New York","NY","US","100243405","2124964163","GMT-05:00 America/New_York",-73.97,40.79
"Starbucks","7608-22381","48th & Lex","Company Owned","511 Lexington Avenue","New York","NY","US","100172017","212 4861964","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","26028-243049","33rd btwn 5th & 6th","Company Owned","350 Fifth Avenue, 130, The Capitol At Chelsea","New York","NY","US","10001","2125649141","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7792-59799","27th & 6th","Company Owned","776 Avenue of the Americas","New York","NY","US","100016354","212-481-1856","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","15751-162574","W Broadway & Leonard Street","Company Owned","180 West Broadway","New York","NY","US","100132906","2123437402","GMT-05:00 America/New_York",-74.01,40.72
"Starbucks","7890-85122","42nd & 8th","Company Owned","251 West 42nd Street","New York","NY","US","100367201","212-398-1982","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","7675-44919","14th & Sixth","Company Owned","510 Sixth Avenue","New York","NY","US","10011","(212) 242-5981","GMT-05:00 America/New_York",-74,40.74
"Starbucks","11736-106179","49th & Madison","Company Owned","425 Madison Avenue","New York","NY","US","100171110","212/644/9462","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","26528-244444","6th between 39th and 40th","Company Owned","1040 Sixth Avenue","New York","NY","US","10018","3479783853","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","16255-162586","3rd St & First Avenue","Company Owned","49 -1/2 First Avenue","New York","NY","US","100039430","2127771752","GMT-05:00 America/New_York",-73.99,40.72
"Starbucks","22420-220645","43rd & Lex","Company Owned","425 Lexington","New York","NY","US","10166","212 922-3589","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","14601-126966","125th & Adam Clayton","Company Owned","201 W. 125th Street","New York","NY","US","100274466","212-222-2872","GMT-05:00 America/New_York",-73.95,40.81
"Starbucks","8614-93967","58th & Eight","Company Owned","4 Columbus Circle","New York","NY","US","100191100","2122650658","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","11648-105796","145th & Bradhurst","Company Owned","301 W. 145th St.","New York","NY","US","100393159","212-690-7835","GMT-05:00 America/New_York",-73.94,40.82
"Starbucks","48117-261426","1st btwn 53rd & 54th","Company Owned","969 1st Ave","New York","NY","US","10022","3475010264","GMT-05:00 America/New_York",-73.96,40.76
"Starbucks","7709-53019","76th & Columbus","Company Owned","338 Columbus Avenue","New York","NY","US","100238403","646-505-1106","GMT-05:00 America/New_York",-73.98,40.78
"Starbucks","11765-106302","58th & Sixth","Company Owned","1411 Sixth Avenue, Metropolitan Tower","New York","NY","US","10019","212-664-1305","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7698-59480","57th & Seventh","Company Owned","142 W. 57th Street","New York","NY","US","100193300","6467101906","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","48069-251745","JP Morgan New York Plaza - 14th FL","Licensed","4 New York Plaza, 14th Floor","New York","NY","US","10004","7185081559","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","17452-180204","25th & Lex","Company Owned","50 Lexington Avenue","New York","NY","US","10010","212 2542794","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","7222-594","42nd & Madison","Company Owned","11 East 42nd St.","New York","NY","US","100175001","212-682-1880","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","13455-107574","42nd & 2nd","Company Owned","220 East 42nd St, Manhattan Mall","New York","NY","US","100175806","212-867-1264","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","18777-195025","Manhattan Mall 1st Floor","Company Owned","100 W 33rd St","New York","NY","US","10001","2126954260","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","25348-240404","110th & Manhattan","Company Owned","321 W 110th Street","New York","NY","US","10026","347-637-0214","GMT-05:00 America/New_York",-73.96,40.8
"Starbucks","849-2059","Park Row at Beekman St","Company Owned","38 Park Row, #4","New York","NY","US","100381551","212-608-8073","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","3421-93578","West 23rd and 8th","Company Owned","300 W 23rd St.","New York","NY","US","100112210","646-638-1571","GMT-05:00 America/New_York",-74,40.75
"Starbucks","25139-240084","93rd & Second","Company Owned","245 East 93rd St","New York","NY","US","10128","6464558766","GMT-05:00 America/New_York",-73.95,40.78
"Starbucks","20763-207924","60 Wall St","Company Owned","60 Wall St","New York","NY","US","10005","3474614068","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","13539-107570","23rd btwn 5th & 6th","Company Owned","14 W. 23rd St","New York","NY","US","100105203","212-367-2050","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","7587-18379","24th & 6th","Company Owned","750 6th Avenue","New York","NY","US","100102710","646-230-7208","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","2785-89743","47th & 8th","Company Owned","770 Eighth Ave","New York","NY","US","100367017","212-830-9001","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","26188-243831","Columbus Circle Subway","Company Owned","1000 S Eighth Avenue, #34","New York","NY","US","10019","6466529813","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","11934-106845","Broadway & Canal","Company Owned","405 Broadway","New York","NY","US","100133558","646-613-0148","GMT-05:00 America/New_York",-74,40.72
"Starbucks","19030-193844","49th & Park","Company Owned","280 Park Avenue","New York","NY","US","10017","212 682-2586","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7263-890","43rd & 8th","Company Owned","684 Eighth Avenue","New York","NY","US","100367114","(212) 398-9702","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","823-2018","78th & Lexington","Company Owned","1117 Lexington Ave., #4","New York","NY","US","100750401","212-517-8476","GMT-05:00 America/New_York",-73.96,40.77
"Starbucks","7640-30819","181st & Fort Washington","Company Owned","803 W 181st St","New York","NY","US","100334516","212-927-4272","GMT-05:00 America/New_York",-73.94,40.85
"Starbucks","854-2051","Spring Street at Crosby St","Company Owned","72 SPRING STREET","New York","NY","US","100124019","212-219-2961","GMT-05:00 America/New_York",-74,40.72
"Starbucks","7898-84140","42nd & Park","Company Owned","125 Park Ave","New York","NY","US","100175529","212-557-2718","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7344-1271","60th and Broadway","Company Owned","1841 Broadway","New York","NY","US","100237603","2123070162","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","7611-32699","40th & Lex","Company Owned","360 Lexington Avenue","New York","NY","US","100176502","212-953-1662","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7282-987","49th & Seventh","Company Owned","750 Seventh Avenue","New York","NY","US","100196834","(212) 974-0032","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7341-1273","23rd & 3rd","Company Owned","296-300 Third Avenue","New York","NY","US","100105506","(212) 598-9651","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","7558-15834","96th & Madison","Company Owned","1378 Madison Avenue","New York","NY","US","101280712","212-534-7225","GMT-05:00 America/New_York",-73.95,40.79
"Starbucks","13538-107927","28th & 7th","Company Owned","315 Seventh Avenue","New York","NY","US","100016005","646-336-6462","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","17505-180084","Macy's 2nd Floor","Company Owned","151 W. 34th Street","New York","NY","US","10001","2122390342","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7386-1642","111th & Broadway","Company Owned","2853 Broadway","New York","NY","US","100257817","2122807269","GMT-05:00 America/New_York",-73.97,40.8
"Starbucks","7403-1712","35th & 7th","Company Owned","462 7th Avenue","New York","NY","US","10018","(212) 279-6432","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","14441-122925","118th & Frederick Douglas Blvd.","Company Owned","2195 Frederick Douglas Boulevard","New York","NY","US","100260982","212-662-1239","GMT-05:00 America/New_York",-73.95,40.81
"Starbucks","10279-100661","56th & Sixth","Company Owned","1380 Sixth Avenue","New York","NY","US","10019","212-977-1382","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","17478-177844","58th Btwn Madison & Fifth","Company Owned","600 Madison Avenue","New York","NY","US","10022","212 7591569","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","17795-180024","13th & 1st","Company Owned","219 First Avenue","New York","NY","US","10003","212 2540358","GMT-05:00 America/New_York",-73.98,40.73
"Starbucks","7577-13827","45th & Park","Company Owned","230 Park Avenue","New York","NY","US","101690005","212-681-9407","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7446-2301","34th & 7th","Company Owned","450 7th Avenue","New York","NY","US","10017","212-279-1122","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7370-1274","48th & 3rd","Company Owned","757 Third Avenue","New York","NY","US","100172013","(212) 715-9884","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","18860-193548","28th & 3rd","Company Owned","393 Third Ave","New York","NY","US","10016","212-481-4690","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","7560-14070","Broadway at Barclay Str","Company Owned","233 Broadway","New York","NY","US","102790001","212-619-1529","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7342-1192","41st & 3rd","Company Owned","639 3rd Avenue, Liberty Plaza","New York","NY","US","100175605","(212) 973-1376","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","9237-8938","165 Broadway - 1 Liberty","Company Owned","165 Broadway","New York","NY","US","100061404","212 6086481","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7566-13122","Broadway & Reade","Company Owned","291 Broadway","New York","NY","US","100071814","212 406 5310","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7920-88803","2 Broadway","Company Owned","2 Broadway","New York","NY","US","100042207","212-344-4290","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","8615-93968","55th & Seventh","Company Owned","870 7th Avenue","New York","NY","US","100194369","2125862142","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","8770-94772","80th & York","Company Owned","1515 York Avenue","New York","NY","US","100287002","212-472-3581","GMT-05:00 America/New_York",-73.95,40.77
"Starbucks","25849-239047","ABC 77 West Cafe","Licensed","47 W 66th St","New York","NY","US","10023","2124560388","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","7427-1917","29th & Park","Company Owned","424 Park Avenue South","New York","NY","US","100168022","212-725-0637","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","20154-203326","99 Wall Street","Company Owned","99 Wall St.","New York","NY","US","10005","212-487-1906","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","839-2033","81st & Broadway","Company Owned","2252 Broadway","New York","NY","US","100245805","212-721-1267","GMT-05:00 America/New_York",-73.98,40.78
"Starbucks","825-2037","Lafayette & 8th Street","Company Owned","13-25  Astor Place","New York","NY","US","100036904","212-982-3753","GMT-05:00 America/New_York",-73.99,40.73
"Starbucks","11737-106178","44th & Madison","Company Owned","340 Madison Avenue","New York","NY","US","101730002","212-867-0928","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7761-59819","52nd & Lex","Company Owned","599 Lexington","New York","NY","US","100226030","212-754-1864","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7470-8467","35th & 8th","Company Owned","494 Eighth Ave.","New York","NY","US","100012519","(212) 947-3860","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7501-9812","52nd & 8th","Company Owned","871 8th Avenue","New York","NY","US","100195761","212-246-7699","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","7317-1191","73rd & Columbus","Company Owned","267-275 Columbus Ave","New York","NY","US","100232904","(212) 579-7834","GMT-05:00 America/New_York",-73.98,40.78
"Starbucks","7238-645","Broadway Btwn 37th & 38th","Company Owned","1372 Broadway","New York","NY","US","100186107","(212) 921-0827","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","14218-103631","103rd & Broadway","Company Owned","2690 Broadway","New York","NY","US","100254411","212-531-8204","GMT-05:00 America/New_York",-73.97,40.8
"Starbucks","11649-105788","Hudson & King","Company Owned","345 Hudson St.","New York","NY","US","100144502","646-486-0514","GMT-05:00 America/New_York",-74.01,40.73
"Starbucks","47020-256344","Brookfield Place 2","Company Owned","250 Vesey Street, 203","New York","NY","US","10281","6466185392","GMT-05:00 America/New_York",-74.02,40.71
"Starbucks","7216-592","87th & Lexington","Company Owned","120 EAST 87TH ST","New York","NY","US","101281116","212-426-2580","GMT-05:00 America/New_York",-73.96,40.78
"Starbucks","7416-834","55 Broad Street","Company Owned","55 Broad Street","New York","NY","US","100042501","(212) 742-2490","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","75271-97781","Javits Convention Ctr Taxi North","Licensed","655 W 34th St","New York","NY","US","100011114","212-216-2426","GMT-05:00 America/New_York",-74,40.76
"Starbucks","8812-95025","39th & Park","Company Owned","90 Park Ave","New York","NY","US","100161301","212-661-5489","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","9244-9097","43rd & Madison","Company Owned","335 Madison Avenue","New York","NY","US","100174611","(212) 370-3510","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","9722-97890","31st & 6th","Company Owned","875 Sixth Ave, Grand Central Station","New York","NY","US","10001","2126296540","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7800-67600","Grand Central","Company Owned","7800 Grand Central Station, Track 35","New York","NY","US","10017","212-370-4161","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","9238-193184","Brookfield Place 1","Company Owned","200 Liberty St, L105, 3 New York Plaza","New York","NY","US","10006","2125879512","GMT-05:00 America/New_York",-74.02,40.71
"Starbucks","7398-1655","Water & Whitehall Streets","Company Owned","2 Water St, Macy's Herald Square","New York","NY","US","100042480","212-785-1082","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","20161-203724","Macy's Mezzanine","Company Owned","151 W 34th St","New York","NY","US","10001","212 2396524","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7575-13125","43rd & 3rd","Company Owned","685 Third Avenue","New York","NY","US","100174024","646 865 1250","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","852-2047"," 51st & Broadway","Company Owned","1656 Broadway","New York","NY","US","100196234","212-397-7124","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","24485-237984","53rd & 3rd","Company Owned","875 Third Avenue","New York","NY","US","10022","6464774945","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","10693-102303","58th btwn 3rd & Lex","Company Owned","731 Lexington Avenue","New York","NY","US","100221331","212-644-0692","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7684-40482","Broadway & Grand","Company Owned","471 Broadway","New York","NY","US","100132664","212-219-8787","GMT-05:00 America/New_York",-74,40.72
"Starbucks","7378-939","Union Square East","Company Owned","10 UNION SQUARE EAST, Port Authority Bus Terminal","New York","NY","US","100033314","(212) 982-8426","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","16676-158184","Port Authority South Wing","Company Owned","625 Eighth Avenue, Manhattan Project","New York","NY","US","100181415","212-273-9613","GMT-05:00 America/New_York",-73.99,40.76
"Teavana","28382-250254","Teavana - Manhattan Project","Company Owned","1291 Lexington Ave., #1291","New York","NY","US","10028","212-831-5738","GMT-05:00 America/New_York",-73.96,40.78
"Starbucks","9242-9095","44th & Lex","Company Owned","450 Lexington Avenue","New York","NY","US","100173904","2126825139","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","9439-96684","84th & Third","Company Owned","1488 Third Avenue #A","New York","NY","US","100281967","212-744-7458","GMT-05:00 America/New_York",-73.96,40.78
"Starbucks","7525-12712","57th & Lex","Company Owned","135 East 57th Street","New York","NY","US","100222050","212-935-1866","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","10044-99132","Allen & Delancey","Company Owned","80 Delancey Street","New York","NY","US","100023133","917 5341397","GMT-05:00 America/New_York",-73.99,40.72
"Starbucks","7586-26827","19th & 8th","Company Owned","177 Eighth Avenue","New York","NY","US","100111602","212 414 8786","GMT-05:00 America/New_York",-74,40.74
"Starbucks","21252-210045","239 Bleecker St","Company Owned","239 Bleecker St","New York","NY","US","10014","212-206-1092","GMT-05:00 America/New_York",-74,40.73
"Starbucks","8992-233044","54th and Broadway","Company Owned","1700 Broadway","New York","NY","US","10019","2122450761","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7781-50879","Lafayette & Worth","Company Owned","111 Worth Street","New York","NY","US","100134008","212-964-8846","GMT-05:00 America/New_York",-74,40.72
"Starbucks","7511-12733","39th & 7th","Company Owned","525 7th Avenue","New York","NY","US","10018","212-869-5273","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7466-6651","Chambers and West Broadway","Company Owned","125 Chambers Street","New York","NY","US","100071331","212-791-6368","GMT-05:00 America/New_York",-74.01,40.72
"Starbucks","10784-103069","35th & 5th","Company Owned","373 5th Avenue","New York","NY","US","100163307","212-213-5363","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7612-22336","60th & First","Company Owned","1102 1st Ave","New York","NY","US","100658702","212-688-9118","GMT-05:00 America/New_York",-73.96,40.76
"Starbucks","11650-105785","Hudson & 10th","Company Owned","518 Hudson Street","New York","NY","US","100142854","646-486-0524","GMT-05:00 America/New_York",-74.01,40.73
"Starbucks","20259-184464","6th Ave at Walker Street","Company Owned","32 Avenue of the Americas","New York","NY","US","10013","2129660984","GMT-05:00 America/New_York",-74,40.72
"Starbucks","817-2015","75th & First","Company Owned","1445 First Avenue","New York","NY","US","100213002","212-472-7784","GMT-05:00 America/New_York",-73.95,40.77
"Starbucks","7673-15896","52nd & 7th","Company Owned","156 W 52nd St","New York","NY","US","100196004","2122456479","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7711-46019","15th & Ninth","Company Owned","76 9th Ave","New York","NY","US","100114962","(646) 230-7145","GMT-05:00 America/New_York",-74,40.74
"Starbucks","29940-255942","85th & Madison","Company Owned","1142 Madison Ave","New York","NY","US","10028","2122881506","GMT-05:00 America/New_York",-73.96,40.78
"Starbucks","10751-100660","Roosevelt Island","Company Owned","455 Main Street","New York","NY","US","100440192","212-371-1298","GMT-05:00 America/New_York",-73.95,40.76
"Starbucks","7878-83763","Pearl & Maiden","Company Owned","80 Pine Street","New York","NY","US","100051702","212-480-3970","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","847-591","6th & Waverly (Waverly Place)","Company Owned","378 6th Avenue","New York","NY","US","10011","212-477-2690","GMT-05:00 America/New_York",-74,40.73
"Starbucks","10608-101495","60th & Third","Company Owned","1021 Third Avenue","New York","NY","US","100658501","212-486-6764","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","47195-257105","10 Waverly Place","Company Owned","10 Waverly Place","New York","NY","US","10003","9292590304","GMT-05:00 America/New_York",-73.99,40.73
"Starbucks","7536-8567","36th & Madison","Company Owned","200 Madison Avenue","New York","NY","US","100163903","212-684-6873","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","16628-169564","26th & Broadway","Company Owned","1140 Broadway","New York","NY","US","100107504","2122136519","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","7316-1190","31st & 7th","Company Owned","370 7th Avenue","New York","NY","US","100013967","(212) 967-2041","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","23044-227244","32nd btwn 6th & 7th","Company Owned","11 Penn Plaza","New York","NY","US","10001","646-599-3512","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","19024-191684","53rd & Madison","Company Owned","515 Madison Avenue","New York","NY","US","10022","212-371-3758","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7663-40483","90th & First","Company Owned","400 East 90th Street","New York","NY","US","101285153","212-987-0891","GMT-05:00 America/New_York",-73.95,40.78
"Starbucks","7534-12700","114th & Broadway","Company Owned","2929 Broadway","New York","NY","US","100257819","212-932-0300","GMT-05:00 America/New_York",-73.96,40.81
"Starbucks","7547-14071","7th Ave at Grove Street","Company Owned","72 Grove Street","New York","NY","US","100143557","646-486-2216","GMT-05:00 America/New_York",-74,40.73
"Starbucks","25818-242585","14 Wall St","Company Owned","14 Wall St","New York","NY","US","10005","6465966331","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7672-48619","85th & First","Company Owned","1631 1st Ave","New York","NY","US","100284304","212-737-6534","GMT-05:00 America/New_York",-73.95,40.78
"Starbucks","14618-126424","24th & 7th","Company Owned","229 Seventh Avenue","New York","NY","US","100111808","212-255-8750","GMT-05:00 America/New_York",-74,40.74
"Starbucks","7426-141352","47th & 5th","Company Owned","575 Fifth Avenue","New York","NY","US","100172422","212-490-3189","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7680-36959","Canal and Centre","Company Owned","241 Canal Street","New York","NY","US","100134118","212-219-2725","GMT-05:00 America/New_York",-74,40.72
"Starbucks","7273-984","42nd & 6th","Company Owned","1100 Avenue of the Americas","New York","NY","US","100366712","(212) 398-4508","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7443-3688","Rockefeller Center Concourse","Company Owned","30 Rockefeller Plaza, Space A","New York","NY","US","101120015","212-586-0914","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","17738-182205","53rd & Sixth (SW Corner)","Company Owned","1301 Avenue of the Americas","New York","NY","US","10019","212 9740902","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","22258-219066","Water St @ Broad (inside)","Company Owned","1 New York Plaza","New York","NY","US","10004","212-785-8409","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","11277-104884","85th & Lexington","Company Owned","1261 Lexington Avenue","New York","NY","US","100282001","212-879-1764","GMT-05:00 America/New_York",-73.96,40.78
"Starbucks","7420-1902","29th & 5th","Company Owned","261 Fifth Avenue","New York","NY","US","100167701","212-779-1557","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","16627-169964","John & Water Streets","Company Owned","135 John Street","New York","NY","US","100383524","2123440894","GMT-05:00 America/New_York",-74,40.71
"Starbucks","26158-243772","40th btwn Madison & 5th","Company Owned","5 East 40th st","New York","NY","US","10016","2126897419","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","14300-116726","168th & Broadway","Company Owned","4001 Broadway","New York","NY","US","100321508","917-521-0342","GMT-05:00 America/New_York",-73.94,40.84
"Starbucks","10396-100662","21st & 5th","Company Owned","4 W. 21st Street","New York","NY","US","100106945","646-336-6583","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","7468-8466","39th & 8th","Company Owned","600 Eighth Ave.","New York","NY","US","100183000","212 9977341","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","15440-156484","43rd & Sixth","Company Owned","1101 - 1109 Avenue of the Americas","New York","NY","US","100366706","212-382-3917","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7354-1272","70th & Broadway","Company Owned","2045 Broadway","New York","NY","US","100233702","2124961551","GMT-05:00 America/New_York",-73.98,40.78
"Starbucks","25039-239665","45th btwn Lex & 3rd","Company Owned","2 Grand Central Tower","New York","NY","US","10017","6466781753","GMT-05:00 America/New_York",-73.97,40.75
"Starbucks","7802-73320","50th & Lex","Company Owned","560 Lexington Avenue","New York","NY","US","100226828","212-751-2937","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","29939-255664","Broadway and 9th","Company Owned","771 Broadway","New York","NY","US","10003","6464459014","GMT-05:00 America/New_York",-73.99,40.73
"Starbucks","16576-168024","36th & 6th","Company Owned","977 Avenue of the Americas","New York","NY","US","100185436","212-695-2915","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7655-22330","54th & Lex","Company Owned","630 Lexington Ave","New York","NY","US","100224614","212-521-8075","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","23557-230825","57th & Tenth","Company Owned","475 West 57th st","New York","NY","US","10019","2122475489","GMT-05:00 America/New_York",-73.99,40.77
"Starbucks","7691-52959","Liberty & Nassau","Company Owned","55 Liberty Street","New York","NY","US","100051003","212-227-0372","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","25533-241228","222 Broadway","Company Owned","222 Broadway","New York","NY","US","10007","6466476873","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7874-82723","75th & Broadway","Company Owned","2140 Broadway","New York","NY","US","100238208","212-580-1141","GMT-05:00 America/New_York",-73.98,40.78
"Starbucks","7353-835","One Penn Plaza","Company Owned","1 Penn Plaza","New York","NY","US","101190002","(212) 760-3001","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","20759-207804","Broadway & Dyckman","Company Owned","4761 Broadway","New York","NY","US","10040","212-304-3632","GMT-05:00 America/New_York",-73.93,40.87
"Starbucks","7788-64366","Broadway & Thames","Company Owned","115 Broadway","New York","NY","US","100061604","212-732-9268","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","8769-93576","43rd & Broadway","Company Owned","1500 Broadway","New York","NY","US","100364015","212-221-7515","GMT-05:00 America/New_York",-73.99,40.76
